size,address,rate,status,bathrooms,floor,balconies,security_deposit,facing,status.1,rera_id,ownership_type,booking_amount,overlooking,bedroom,type1,type2,price_in_lakh,carpet_area,age_of_property,floor,total_floor,additional_rooms,price_negotiable,balconies,type_of_sale,booking_amount_in_lakh,amenities_sports_facility,amenities_shopping_mall,amenities_maintenance_staff,amenities_jogging_track,amenities_atm,amenities_gymnasium,amenities_indoor_games,amenities_rain_water_harvesting,amenities_swimming_pool,amenities_intercom,amenities_cafeteria,amenities_full_power_backup,amenities_lift,amenities_childrens_play_area,amenities_car_parking,amenities_landscaped_gardens,amenities_24_x_7_security,amenities_club_house,amenities_staff_quarter,amenities_hospital,amenities_multipurpose_room,amenities_vaastu_compliant,amenities_golf_course,amenities_school,furnish_detail_gas_connection,furnish_detail_ac,furnish_detail_bed,furnish_detail_dining_table,furnish_detail_washing_machine,furnish_detail_tv,furnish_detail_microwave,furnish_detail_wardrobe,furnish_detail_sofa,furnish_detail_wifi,furnish_detail_refrigerator
1995,"sector 143, noida",16040.0,Ready to move,3.0,,,No Deposit,East,Semi-Furnished,UPRERAPRJ8806,,,,3,BHK,Apartment,320.0,1880.0,8,,,,No,,Resale,,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
1620,"sector 121, noida",16358.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,UPRERAPRJ2437,,,,3,BHK,Apartment,265.0,1400.0,,,,,No,,Resale,,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,False,,,,,,,,,,,
1450,"extension, noida, noida",2896.0,Ready to move,2.0,,,No Deposit,East,Semi-Furnished,,,,,3,BHK,Apartment,42.0,1300.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
1575,"sector 50, noida",12380.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,Rera Not Applicable,,,,3,BHK,Apartment,195.0,,14,,,,No,,Resale,,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,,,,,,,,,,,
850,"sector 104, noida",4529.0,Ready to move,2.0,,,No Deposit,,Semi-Furnished,,,,,2,BHK,Apartment,38.5,750.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,"extension, noida, noida",10184.0,Under Construction,2.0,,,No Deposit,NorthEast,Unfurnished,,,,,3,BHK,Apartment,138.0,793.0,,,,,No,,New,,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1505,"extension, noida, noida",3213.0,Ready to move,1.0,,,No Deposit,SouthEast,Semi-Furnished,,,,,3,BHK,Apartment,48.36,1300.0,1,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
2500,"sector 146, noida",15600.0,Under Construction,3.0,,,No Deposit,North,Unfurnished,UPRERAPRJ303390,,,,3,BHK,Apartment,390.0,1875.0,,,,,No,,Resale,,False,False,False,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,False,False,True,True,False,,,,,,,,,,,
605,"sector 101, noida",4052.0,Under Construction,1.0,,,No Deposit,East,Semi-Furnished,,,,,1,BHK,Independent Floor,24.52,575.0,,,,,No,,Resale,,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1205,"extension, noida, noida",6804.0,Ready to move,2.0,,,No Deposit,East,Semi-Furnished,Rera Not Applicable,,,,2,BHK,Apartment,82.0,1100.0,9,,,,No,,Resale,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,,,,,,,,,,,
890,"extension, noida, noida",6741.0,Ready to move,2.0,,,No Deposit,NorthEast,Unfurnished,Rera Not Applicable,,,,2,BHK,Apartment,60.0,780.0,9,,,,No,,Resale,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False
1495,"sector 107, noida",5280.0,Ready to move,3.0,,,No Deposit,,Semi-Furnished,,,,,3,BHK,Apartment,78.94,,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,"sector 73, noida",3479.0,Ready to move,2.0,,,No Deposit,,Semi-Furnished,,,,,2,BHK,Apartment,35.49,805.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,"extension, noida, noida",3461.0,Under Construction,2.0,,,No Deposit,,Furnished,Rera Not Applicable,,,,3,BHK,Independent Floor,45.0,1100.0,,,,,No,,New,,True,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False
4874,"sector 108, noida",17019.0,Ready to move,3.0,,,No Deposit,,Unfurnished,UPRERAPRJ5998,,,,4,BHK,Apartment,828.9999999999999,4200.0,7,,,,No,,New,,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,,,,,,,,,,,
3987,"sector 117, noida",14502.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRM206951,,,,4,BHK,Apartment,578.0,,,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,,,,,,,,,,,
800,"sector 153, noida",12000.0,Under Construction,1.0,,,No Deposit,NorthEast,Furnished,,,,,1,RK,Studio Apartment,96.0,450.0,,,,,No,,New,,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,True
1350,"extension, noida, noida",3521.0,Ready to move,2.0,,,No Deposit,SouthWest,Semi-Furnished,Rera Not Applicable,,,,3,BHK,Apartment,47.54,1050.0,2,,,,No,,Resale,,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
1000,"yamuna expressway, noida, noida",6150.0,Ready to move,2.0,,,No Deposit,East,Unfurnished,UPRERAPRJ6801,,,,2,BHK,Apartment,61.5,,1,,,,No,,New,,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,False,,,,,,,,,,,
1550,"extension, noida, noida",3547.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,3,BHK,Apartment,54.99,950.0,1,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,"extension, noida, noida",2850.0,Ready to move,1.0,,,No Deposit,NorthWest,Semi-Furnished,,,,,3,BHK,Apartment,39.9,1150.0,1,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
3530,"sector 45, noida",19688.0,Under Construction,4.0,,,No Deposit,,Unfurnished,,,,,4,BHK,Apartment,695.0,2294.0,,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,"sector 36, noida",28000.0,Ready to move,8.0,,,No Deposit,,Semi-Furnished,,,,,7,BHK,Independent Floor,700.0,,,,,,No,,Resale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,"sector 150, noida",12000.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ1746,,,,3,BHK,Apartment,202.0,,,,,,No,,New,,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,,,,,,,,,,,
2975,"sector 45, noida",16773.0,Under Construction,4.0,,,No Deposit,NorthEast,Semi-Furnished,"UPRERAPRJ953234/04/2024, UPRERAPRJ120027/04/2024",,,,3,BHK,Apartment,499.0,1666.0,,,,,No,,New,,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
1835,"sector 76, noida",8719.0,Ready to move,4.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ14064,,,,4,BHK,Apartment,160.0,,4,,,,No,,Resale,,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,,,,,,,,,,,
2290,"sector 150, noida",11790.0,Ready to move,4.0,,,No Deposit,NorthEast,Unfurnished,UPRERAPRJ7509,,,,3,BHK,Apartment,270.0,,,,,,No,,New,,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,,,,,,,,,,,
450,"sector 49, noida",3555.0,Ready to move,1.0,,,No Deposit,SouthEast,Unfurnished,,,,,1,BHK,Apartment,16.0,350.0,,,,,No,,Resale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,"sector 49, noida",3555.0,Ready to move,1.0,,,No Deposit,SouthEast,Unfurnished,,,,,1,BHK,Apartment,16.0,350.0,,,,,No,,Resale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,"sector 49, noida",3555.0,Ready to move,1.0,,,No Deposit,SouthEast,Unfurnished,,,,,1,BHK,Apartment,16.0,350.0,,,,,No,,Resale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,"sector 49, noida",3555.0,Ready to move,1.0,,,No Deposit,SouthEast,Unfurnished,,,,,1,BHK,Apartment,16.0,350.0,,,,,No,,Resale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,"sector 45, noida",15000.0,Ready to move,5.0,,,No Deposit,NorthEast,Semi-Furnished,Rera Not Applicable,,,,4,BHK,Apartment,450.0,,9,,,,No,,Resale,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False
953,"sector 151, noida",6820.0,Ready to move,2.0,,,No Deposit,,Semi-Furnished,UPRERAPRJ3824,,,,2,BHK,Apartment,65.0,,6,,,,No,,Resale,,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,,,,,,,,,,,
953,"sector 151, noida",7240.0,Ready to move,2.0,,,No Deposit,,Furnished,UPRERAPRJ3824,,,,2,BHK,Apartment,69.0,,6,,,,No,,Resale,,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,,,,,,,,,,,
953,"sector 151, noida",7345.0,Ready to move,2.0,,,No Deposit,East,Semi-Furnished,UPRERAPRJ3824,,,,2,BHK,Apartment,70.0,750.0,6,,,,No,,Resale,,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
1350,"sector 151, noida",6296.0,Ready to move,3.0,,,No Deposit,SouthEast,Semi-Furnished,UPRERAPRJ3824,,,,3,BHK,Apartment,85.0,1250.0,6,,,,No,,Resale,,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
1350,"sector 151, noida",6370.0,Ready to move,3.0,,,No Deposit,West,Semi-Furnished,UPRERAPRJ3824,,,,3,BHK,Apartment,86.0,1280.0,6,,,,No,,Resale,,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
1347,"sector 151, noida",8166.0,Ready to move,3.0,,,No Deposit,,Furnished,UPRERAPRJ3824,,,,3,BHK,Apartment,110.00000000000001,950.0,6,,,,No,,Resale,,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,,,,,,,,,,,
600,"surajpur site 4, greater noida",4000.0,Ready to move,1.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,1,BHK,Apartment,24.0,,6,,,,No,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,"extension, noida, noida",3095.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,Rera Not Applicable,,,,2,BHK,Apartment,32.5,900.0,1,,,,No,,New,,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,,,,,,,,,,,
1285,"sector 137, noida",6459.0,Ready to move,3.0,,,No Deposit,East,Semi-Furnished,Rera Not Applicable,,,,3,BHK,Apartment,83.0,1100.0,8,,,,No,,Resale,,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,,,,,,,,,,,
1070,"sector 137, noida",6355.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,Rera Not Applicable,,,,2,BHK,Apartment,68.0,900.0,8,,,,No,,Resale,,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,,,,,,,,,,,
1950,"sector 137, noida",12974.0,Ready to move,4.0,,,No Deposit,NorthEast,Semi-Furnished,Rera Not Applicable,,,,3,BHK,Apartment,252.99999999999997,,9,,,,No,,Resale,,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1315,"sector 137, noida",10494.0,Ready to move,3.0,,,No Deposit,NorthEast,Semi-Furnished,Rera Not Applicable,,,,3,BHK,Apartment,138.0,,9,,,,No,,Resale,,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2955,"sector 137, noida",14213.0,Ready to move,5.0,,,No Deposit,SouthWest,Semi-Furnished,Rera Not Applicable,,,,4,BHK,Apartment,420.0,,9,,,,No,,Resale,,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
5475,"sector 107, noida",23744.0,Ready to move,6.0,,,No Deposit,NorthEast,Semi-Furnished,UPRERAPRJ837374,,,,5,BHK,Apartment,1300.0,3904.0,1,,,,No,,Resale,,True,False,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2890,"sector 137, noida",13321.0,Ready to move,5.0,,,No Deposit,NorthEast,Semi-Furnished,Rera Not Applicable,,,,4,BHK,Apartment,385.0,,9,,,,No,,Resale,,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2890,"sector 137, noida",13321.0,Ready to move,5.0,,,No Deposit,NorthEast,Semi-Furnished,Rera Not Applicable,,,,4,BHK,Apartment,385.0,,9,,,,No,,Resale,,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
3011,"sector 128, noida",17602.0,Under Construction,4.0,,,No Deposit,NorthEast,Semi-Furnished,UPRERAPRJ14980,,,,3,BHK,Apartment,530.0,,,,,,No,,Resale,,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
3938,"sector 128, noida",16886.0,Under Construction,5.0,,,No Deposit,NorthEast,Semi-Furnished,UPRERAPRJ14980,,,,4,BHK,Apartment,665.0,,,,,,No,,Resale,,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2511,"sector 75, noida",16925.0,Ready to move,4.0,,,No Deposit,NorthEast,Semi-Furnished,UPRERAPRJ757529,,,,4,BHK,Apartment,425.0,,,,,,No,,Resale,,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2124,"sector 75, noida",15772.0,Ready to move,3.0,,,No Deposit,NorthEast,Semi-Furnished,UPRERAPRJ757529,,,,3,BHK,Apartment,335.0,,,,,,No,,Resale,,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1656,"sector 75, noida",15096.0,Ready to move,2.0,,,No Deposit,NorthEast,Semi-Furnished,UPRERAPRJ757529,,,,3,BHK,Apartment,250.0,,,,,,No,,Resale,,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2070,"sector 107, noida",16908.0,Ready to move,3.0,,,No Deposit,NorthEast,Semi-Furnished,UPRERAPRJ2683,,,,3,BHK,Apartment,350.0,,6,,,,No,,Resale,,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
3198,"sector 150, noida",13289.0,Under Construction,5.0,,,No Deposit,NorthEast,Semi-Furnished,UPRERAPRJ745601,,,,4,BHK,Apartment,425.0,,,,,,No,,Resale,,True,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1947,"sector 150, noida",13610.0,Under Construction,3.0,,,No Deposit,NorthEast,Semi-Furnished,UPRERAPRJ745601,,,,3,BHK,Apartment,265.0,,,,,,No,,Resale,,True,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2540,"sector 150, noida",12795.0,Under Construction,5.0,,,No Deposit,NorthEast,Semi-Furnished,UPRERAPRJ745601,,,,4,BHK,Apartment,324.0,,,,,,No,,Resale,,True,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1050,"extension, noida, noida",3047.0,Ready to move,2.0,,,No Deposit,North,Unfurnished,Rera Not Applicable,,,,2,BHK,Apartment,32.0,900.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
1010,"extension, noida, noida",3019.0,Ready to move,2.0,,,No Deposit,North,Semi-Furnished,Rera Not Applicable,,,,2,BHK,Apartment,30.5,900.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
1130,"extension, noida, noida",2964.0,Ready to move,2.0,,,No Deposit,North,Semi-Furnished,Rera Not Applicable,,,,2,BHK,Apartment,33.5,900.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
1125,"extension, noida, noida",2888.0,Ready to move,2.0,,,No Deposit,West,Semi-Furnished,Rera Not Applicable,,,,2,BHK,Apartment,32.5,1000.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
1400,"extension, noida, noida",2714.0,Ready to move,2.0,,,No Deposit,North,Semi-Furnished,Rera Not Applicable,,,,3,BHK,Apartment,38.0,1200.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
1400,"extension, noida, noida",2785.0,Ready to move,2.0,,,No Deposit,South,Semi-Furnished,Rera Not Applicable,,,,3,BHK,Apartment,39.0,1200.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
1130,"extension, noida, noida",3982.0,Ready to move,2.0,,,No Deposit,West,Semi-Furnished,Rera Not Applicable,,,,3,BHK,Apartment,45.0,1000.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
1050,"extension, noida, noida",3047.0,Ready to move,2.0,,,No Deposit,SouthEast,Unfurnished,Rera Not Applicable,,,,2,BHK,Apartment,32.0,900.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
1040,"sector 143, noida",4134.0,Ready to move,2.0,,,No Deposit,NorthEast,Unfurnished,,,,,2,BHK,Apartment,43.0,700.0,6,,,,No,,Resale,,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
1040,"sector 143, noida",4326.0,Ready to move,3.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,2,BHK,Apartment,45.0,,6,,,,No,,Resale,,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
494,"sector 143, noida",5870.0,Ready to move,1.0,,,No Deposit,NorthEast,Unfurnished,,,,,1,RK,Studio Apartment,29.0,,6,,,,No,,Resale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,"extension, noida, noida",9358.0,Under Construction,2.0,,,No Deposit,NorthEast,Semi-Furnished,,,,,3,BHK,Apartment,89.0,717.0,,,,,No,,Resale,,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
1050,"extension, noida, noida",2905.0,Ready to move,2.0,,,No Deposit,North,Semi-Furnished,Rera Not Applicable,,,,2,BHK,Apartment,30.51,900.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1050,"extension, noida, noida",2962.0,Ready to move,2.0,,,No Deposit,South,Semi-Furnished,Rera Not Applicable,,,,2,BHK,Apartment,31.11,900.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1045,"extension, noida, noida",3029.0,Ready to move,2.0,,,No Deposit,South,Semi-Furnished,Rera Not Applicable,,,,2,BHK,Apartment,31.66,900.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1050,"extension, noida, noida",2938.0,Ready to move,2.0,,,No Deposit,East,Semi-Furnished,Rera Not Applicable,,,,2,BHK,Apartment,30.85,900.0,2,,,,No,,New,,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1914,"sector 168, noida",12016.0,Ready to move,4.0,,,No Deposit,,Semi-Furnished,"UPRERAPRJ10240, UPRERAPRJ10275",,,,3,BHK,Apartment,229.99999999999997,1600.0,7,,,,No,,Resale,,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,,,,,,,,,,,
1347,"sector 151, noida",6904.0,Ready to move,3.0,,,No Deposit,NorthEast,Semi-Furnished,UPRERAPRJ3824,,,,3,BHK,Apartment,93.0,,6,,,,No,,Resale,,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
1410,"sector 137, noida",6028.0,Ready to move,2.0,,,No Deposit,East,Semi-Furnished,Rera Not Applicable,,,,3,BHK,Apartment,85.0,,8,,,,No,,Resale,,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2000,"sector 128, noida",12500.0,Ready to move,3.0,,,No Deposit,East,Semi-Furnished,,,,,3,BHK,Apartment,250.0,,,,,,No,,Resale,,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
